Iterasyon,0_PSO_Klasik,Fly_Kör_Yok_Sabit,Fly_Kör_Yok_Yorulan,Fly_Kör_Yan_Lob_Sabit,Fly_Kör_Yan_Lob_Yorulan,Fly_Kör_Ana_Lob_Sabit,Fly_Kör_Ana_Lob_Yorulan,Fly_Anlık_Yok_Sabit,Fly_Anlık_Yok_Yorulan,Fly_Anlık_Yan_Lob_Sabit,Fly_Anlık_Yan_Lob_Yorulan,Fly_Anlık_Ana_Lob_Sabit,Fly_Anlık_Ana_Lob_Yorulan,Fly_Hafızalı_Yok_Sabit,Fly_Hafızalı_Yok_Yorulan,Fly_Hafızalı_Yan_Lob_Sabit,Fly_Hafızalı_Yan_Lob_Yorulan,Fly_Hafızalı_Ana_Lob_Sabit,Fly_Hafızalı_Ana_Lob_Yorulan
11,0.00145721435546875,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,1.4394454956054688,1.0019454956054688,0.052227020263671875,0.084228515625,1.1523094177246094,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
12,0.00145721435546875,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,1.331289291381836,1.0019454956054688,0.052227020263671875,0.084228515625,1.1523094177246094,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
13,0.0014190673828125,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,1.2783088684082031,1.0019454956054688,0.052227020263671875,0.084228515625,1.1456260681152344,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
14,0.000446319580078125,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.1456260681152344,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
15,0.000274658203125,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.1389293670654297,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
16,0.000274658203125,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.1383438110351562,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
17,0.0001163482666015625,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.1326484680175781,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
18,0.0001163482666015625,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.131256103515625,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
19,6.866455078125e-05,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.1264991760253906,2.3689727783203125,1.1209983825683594,1.0125236511230469,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
20,2.09808349609375e-05,1.0392417907714844,2.8168182373046875,1.832427978515625,1.5474395751953125,2.3613719940185547,0.99951171875,1.0019454956054688,0.052227020263671875,0.084228515625,1.1243553161621094,2.3689727783203125,1.1209983825683594,0.6936302185058594,0.0536346435546875,1.0516033172607422,3.297628402709961,0.02495574951171875,1.74560546875
