Senaryo_ID,Boyut 1 (Enerji),Boyut 2 (Ödül)
2318,0.11620082,-0.47030652
2319,0.18301435,0.12601231
2320,0.05143223,-0.90485
2321,0.15556705,-0.110515654
2322,-0.06698587,0.7693296
2323,-0.1821111,-0.12851422
2324,0.05324731,-0.89871496
2325,0.15556705,-0.110515654
2326,-0.06764365,0.93859124
2327,-0.1821111,-0.12851422
2328,0.07714155,-0.7193212
2329,0.08066869,-0.8072295
2330,0.11620082,-0.47030652
2331,-0.11620082,0.47030652
2332,0.080611266,-0.80707043
2333,-0.08689299,0.74633163
2334,0.05324732,-0.89871496
2335,-0.053247385,0.89871514
2336,-0.10974843,0.56401694
2337,0.066620745,-0.9469205
2338,0.053764004,-0.5429416
2339,-0.11453393,-0.24871962
2340,-0.06698587,0.7693296
2341,-0.11620082,0.47030652
2342,0.06764365,-0.93859124
2343,-0.068543375,0.9410833
2344,-0.08057825,0.806979
2345,-0.08061414,0.8070784
2346,-0.09695145,0.662566
2347,0.06764365,-0.93859124
2348,0.12439877,-0.4260381
2349,-0.17939928,-0.12486304
2350,0.11620082,-0.47030652
2351,0.06698587,-0.7693296
2352,0.0769959,-0.7189178
2353,0.095090926,-0.7020632
2354,0.06620279,-0.9457628
2355,0.18031162,0.13349856
2356,0.0725131,-0.88510317
2357,-0.06698587,0.7693296
2358,-0.15556705,0.110515654
2359,-0.06764365,0.93859124
2360,-0.0769959,0.7189178
2361,0.06764365,-0.93859124
2362,-0.08055616,0.8069178
2363,-0.06698587,0.7693296
2364,0.05324783,-0.8987164
2365,-0.088692494,0.7513161
2366,-0.1748164,-0.08174382
2367,0.08689301,-0.7463317
2368,-0.06953991,0.8768678
2369,0.1821111,0.12851422
2370,0.15556705,-0.110515654
2371,0.11620082,-0.47030652
2372,0.053764004,-0.5429416
2373,0.05324783,-0.8987164
2374,0.0886925,-0.7513161
2375,0.06764365,-0.93859124
2376,0.066230446,-0.9458394
2377,0.08057862,-0.80698
2378,-0.06764365,0.93859124
2379,-0.1821111,-0.12851422
2380,-0.08061366,0.80707705
2381,-0.17939928,-0.12486304
2382,-0.07255681,0.8852242
2383,-0.06764365,0.93859124
2384,0.06764365,-0.93859124
2385,0.1821111,0.12851422
2386,0.06698587,-0.7693296
2387,-0.1748164,-0.08174382
2388,-0.06640086,0.9463114
2389,0.065828055,-0.9447248
2390,-0.080652215,0.80718386
2391,-0.11620082,0.47030652
2392,-0.15556705,0.110515654
2393,0.08057903,-0.80698115
2394,0.11620082,-0.47030652
2395,0.06764365,-0.93859124
2396,0.0677062,-0.9599766
2397,-0.086983636,0.74552083
2398,-0.15556705,0.110515654
2399,0.06698927,-0.93677866
2400,0.05324758,-0.8987157
2401,-0.08057988,0.80698353
2402,0.075088456,-0.7111826
2403,0.05324783,-0.8987164
2404,0.06764365,-0.93859124
2405,-0.08020781,0.80929404
2406,-0.11620082,0.47030652
2407,-0.06698587,0.7693296
2408,-0.08099811,0.4509374
2409,0.06764365,-0.93859124
2410,0.121696025,-0.4185518
2411,-0.053247347,0.8987151
2412,-0.09695145,0.662566
2413,-0.05324737,0.89871514
2414,-0.15556705,0.110515654
2415,-0.034173973,0.5053798
2416,0.0669554,-0.93668485
2417,0.080562726,-0.806936
2418,-0.15556705,0.110515654
2419,-0.06698587,0.7693296
2420,0.11620082,-0.47030652
2421,-0.06764365,0.93859124
2422,0.06764365,-0.93859124
2423,-0.06764365,0.93859124
2424,0.06764365,-0.93859124
2425,-0.08099811,0.4509374
2426,-0.05713764,0.8262299
2427,0.066166095,-0.9456611
2428,-0.05324783,0.8987164
2429,-0.069973454,0.530252
2430,0.024456207,-0.8189668
2431,0.053247396,-0.8987152
2432,0.06764365,-0.93859124
2433,-0.06764365,0.93859124
2434,0.16063085,0.14848393
2435,-0.06764365,0.93859124
2436,-0.047198825,0.74061376
2437,0.06628772,-0.945998
2438,-0.06764365,0.93859124
2439,-0.09695145,0.662566
2440,0.05540218,-0.65910554
2441,-0.1748164,-0.08174382
2442,-0.06499551,0.9526082
2443,0.15556705,-0.110515654
2444,0.080617666,-0.8070882
2445,-0.06764365,0.93859124
2446,0.08419381,-0.7388552
2447,-0.13983048,-0.24567042
2448,-0.08062641,0.8071124
2449,-0.05540218,0.65910554
2450,0.084193446,-0.73885417
2451,-0.11620082,0.47030652
2452,-0.06764365,0.93859124
2453,-0.11620082,0.47030652
2454,0.06764365,-0.93859124
2455,0.15556705,-0.110515654
2456,-0.1821111,-0.12851422
2457,0.06698587,-0.7693296
2458,-0.080549896,0.80690044
2459,-0.11620082,0.47030652
2460,0.06770538,-0.9599844
2461,-0.11620082,0.47030652
2462,-0.053764004,0.5429416
2463,0.15556705,-0.110515654
2464,-0.06764365,0.93859124
2465,-0.06764365,0.93859124
2466,-0.18301436,-0.12601231
2467,-0.06764365,0.93859124
2468,-0.0806652,0.80721986
2469,-0.095090926,0.7020632
2470,0.06698587,-0.7693296
2471,0.0805698,-0.80695564
2472,-0.1748164,-0.08174382
2473,-0.121696025,0.4185518
2474,0.1821111,0.12851422
2475,-0.03165767,0.21380606
2476,-0.06636208,0.946204
2477,-0.06764365,0.93859124
2478,-0.06764365,0.93859124
2479,-0.05143223,0.90485
2480,0.15556705,-0.110515654
2481,-0.06764365,0.93859124
2482,-0.066990755,0.9367828
2483,0.053247835,-0.8987164
2484,0.06698587,-0.7693296
2485,-0.080695055,0.6621883
2486,-0.1748164,-0.08174382
2487,0.06953991,-0.8768678
2488,-0.06764365,0.93859124
2489,-0.11620082,0.47030652
2490,0.053247835,-0.8987164
2491,-0.1821111,-0.12851422
2492,-0.08057346,0.80696577
2493,0.06698587,-0.7693296
2494,-0.11620082,0.47030652
2495,0.11620082,-0.47030652
2496,-0.06764365,0.93859124
2497,0.086984515,-0.7455126
2498,0.06698587,-0.7693296
2499,-0.06764365,0.93859124
2500,-0.12078369,0.42718732
2501,-0.15556705,0.110515654
2502,0.080608085,-0.8070616
2503,-0.06698587,0.7693296
2504,0.11620082,-0.47030652
2505,-0.06698587,0.7693296
2506,-0.06764365,0.93859124
2507,0.080654256,-0.8071895
2508,-0.06764365,0.93859124
2509,0.06625345,-0.9459031
2510,-0.15556705,0.110515654
2511,-0.11620082,0.47030652
2512,-0.06764365,0.93859124
2513,0.11620082,-0.47030652
2514,-0.16064739,-0.15960124
2515,0.0769959,-0.7189178
2516,0.069732726,-0.49831802
2517,-0.053247362,0.8987151
2518,0.1821111,0.12851422
2519,0.06698587,-0.7693296
2520,-0.05324731,0.89871496
2521,0.053247835,-0.8987164
2522,0.14917207,-0.15977818
2523,0.05324731,-0.89871496
2524,0.06764365,-0.93859124
2525,0.18301791,0.126046
2526,0.06764365,-0.93859124
2527,-0.06698587,0.7693296
2528,-0.053764004,0.5429416
2529,-0.06764365,0.93859124
2530,-0.06698587,0.7693296
2531,0.06698587,-0.7693296
2532,0.080548905,-0.8068977
2533,-0.08057033,0.80695707
2534,0.06698587,-0.7693296
2535,-0.08056185,0.8069336
2536,0.1748164,0.08174382
2537,-0.08058219,0.8069899
2538,-0.15556705,0.110515654
2539,0.07251532,-0.8851093
2540,-0.06733742,0.937743
2541,-0.05324733,0.898715
2542,-0.14917207,0.15977818
2543,-0.06953991,0.8768678
2544,-0.095090866,0.7020631
2545,-0.05324732,0.89871496
2546,-0.06632093,0.94609004
2547,-0.0651109,0.95390105
2548,0.06764365,-0.93859124
2549,-0.053247835,0.8987164
2550,-0.0665048,0.9465993
2551,-0.06698587,0.7693296
2552,-0.080635354,0.8071372
2553,0.066154785,-0.94562984
2554,0.08056531,-0.8069432
2555,-0.06764365,0.93859124
2556,-0.11620082,0.47030652
2557,0.1748164,0.08174382
2558,-0.11620082,0.47030652
2559,-0.08059935,0.8070375
2560,0.053247835,-0.8987164
2561,-0.05324734,0.898715
2562,0.13621183,0.24448748
2563,0.09695145,-0.662566
2564,-0.06764365,0.93859124
2565,-0.06764365,0.93859124
2566,0.049167328,-0.36695573
2567,-0.08062433,0.8071066
2568,0.06698587,-0.7693296
2569,-0.06667722,0.9470769
2570,-0.06764365,0.93859124
2571,0.05324783,-0.8987164
2572,-0.0769959,0.7189178
2573,-0.080579825,0.80698335
2574,0.0886925,-0.7513161
2575,-0.08689302,0.7463317
2576,0.06621634,-0.94580036
2577,-0.0905152,0.74515843
2578,-0.06764365,0.93859124
2579,-0.06639453,0.9462939
2580,0.053247355,-0.8987151
2581,-0.06694607,0.936659
2582,0.0806214,-0.8070985
2583,-0.1821111,-0.12851422
2584,-0.06698587,0.7693296
2585,-0.15556705,0.110515654
2586,0.12261191,-0.409926
2587,-0.09695145,0.662566
2588,0.05141557,-0.9159665
2589,0.06764365,-0.93859124
2590,0.06637416,-0.94623744
2591,0.05324754,-0.8987156
2592,0.05324734,-0.898715
2593,0.08060907,-0.80706435
2594,0.0769959,-0.7189178
2595,0.11620082,-0.47030652
2596,-0.11620082,0.47030652
2597,-0.053247835,0.8987164
2598,0.08689301,-0.7463317
2599,0.11620082,-0.47030652
2600,0.08020781,-0.80929404
2601,-0.11620082,0.47030652
2602,-0.08062929,0.8071204
2603,0.0532478,-0.89871633
2604,-0.08689301,0.7463317
2605,-0.1748164,-0.08174382
2606,0.08057089,-0.8069586
2607,-0.06764365,0.93859124
2608,0.11620082,-0.47030652
2609,-0.06764365,0.93859124
2610,0.06404471,-0.92862254
2611,-0.06764365,0.93859124
2612,-0.09695145,0.662566
2613,0.1748164,0.08174382
2614,-0.11620082,0.47030652
2615,-0.06764365,0.93859124
2616,0.11620082,-0.47030652
2617,0.06953991,-0.8768678
2618,0.15556705,-0.110515654
2619,0.14642447,-0.18565556
2620,0.09695145,-0.662566
2621,-0.17753175,-0.08538525
2622,-0.06171701,0.78310126
2623,-0.08064226,0.8071563
2624,0.06698587,-0.7693296
2625,-0.053247314,0.89871496
2626,0.08056606,-0.80694526
2627,0.088692464,-0.751316
2628,-0.08689301,0.7463317
2629,-0.05324734,0.898715
2630,0.15556705,-0.110515654
2631,-0.05324783,0.8987164
2632,0.15556705,-0.110515654
2633,0.024499387,-0.8190864
2634,-0.17939928,-0.12486304
2635,-0.15556705,0.110515654
2636,0.06764365,-0.93859124
2637,-0.06698587,0.7693296
2638,0.14917207,-0.15977818
2639,0.0886925,-0.7513161
2640,0.121696025,-0.4185518
2641,0.06764365,-0.93859124
2642,0.1748164,0.08174382
2643,0.057135973,-0.6166009
2644,-0.053764004,0.5429416
2645,0.11620082,-0.47030652
2646,0.15556705,-0.110515654
2647,-0.0041816086,0.4725797
2648,0.06666837,-0.9470524
2649,0.06698587,-0.7693296
2650,-0.086892985,0.74633163
2651,0.05324735,-0.8987151
2652,-0.053247344,0.898715
2653,0.100657314,-0.3714395
2654,0.1821111,0.12851422
2655,-0.15556705,0.110515654
2656,0.08689302,-0.7463317
2657,0.0662848,-0.94598997
2658,-0.0805988,0.8070359
2659,-0.05324783,0.8987164
2660,0.06698587,-0.7693296
2661,-0.06674391,0.93609905
2662,0.08689301,-0.7463317
2663,0.08689299,-0.7463317
2664,-0.15556705,0.110515654
2665,0.0886925,-0.7513161
2666,-0.023556467,0.8164746
2667,-0.06764365,0.93859124
2668,0.0805907,-0.8070135
2669,0.06764365,-0.93859124
2670,-0.06764365,0.93859124
2671,-0.05324783,0.8987164
2672,0.05324746,-0.8987154
2673,-0.06764365,0.93859124
2674,0.053247355,-0.8987151
2675,-0.08063627,0.8071397
2676,0.095090866,-0.7020631
2677,-0.1243972,0.42603377
2678,0.05540218,-0.65910554
2679,-0.08689302,0.7463317
2680,-0.15556705,0.110515654
2681,-0.066448845,0.94644433
2682,-0.18031162,-0.13349856
2683,-0.053247314,0.89871496
2684,-0.06499074,0.95265317
2685,-0.18301436,-0.12601231
2686,-0.1748164,-0.08174382
2687,0.06764365,-0.93859124
2688,-0.06764365,0.93859124
2689,-0.093304105,0.6859512
2690,-0.053247306,0.89871496
2691,0.06674391,-0.93609905
2692,-0.06764365,0.93859124
2693,-0.11620082,0.47030652
2694,-0.053247355,0.8987151
2695,0.0769959,-0.7189178
2696,0.06698587,-0.7693296
2697,-0.05324783,0.8987164
2698,0.066987075,-0.9367726
2699,-0.1748164,-0.08174382
2700,-0.06698587,0.7693296
2701,0.1721172,0.08922036
2702,-0.08060983,0.80706644
2703,-0.053247765,0.8987162
2704,0.04650243,-0.92639875
2705,-0.18031162,-0.13349856
2706,0.06616238,-0.9456509
2707,-0.08063383,0.80713296
2708,-0.08058983,0.80701107
2709,-0.11620082,0.47030652
2710,0.09695145,-0.662566
2711,-0.17753175,-0.08538525
2712,0.062449403,-0.9409042
2713,-0.095090866,0.7020631
2714,0.066487275,-0.9465508
2715,0.1821111,0.12851422
2716,-0.06764365,0.93859124
2717,0.090563595,-0.71180457
2718,0.06764365,-0.93859124
2719,-0.06764365,0.93859124
2720,-0.08057889,0.8069808
2721,-0.17939928,-0.12486304
2722,0.06764365,-0.93859124
2723,0.1821111,0.12851422
2724,0.06764365,-0.93859124
2725,-0.08689302,0.7463317
2726,-0.05324733,0.898715
2727,0.08060086,-0.80704165
2728,0.18031162,0.13349856
2729,0.06637555,-0.9462413
2730,0.06764365,-0.93859124
2731,-0.06696432,0.9367096
2732,0.06698115,-0.9367562
2733,0.08689301,-0.7463317
2734,0.15556705,-0.110515654
2735,-0.080570534,0.80695766
2736,0.06764365,-0.93859124
2737,0.066946656,-0.93666065
2738,-0.15556705,0.110515654
2739,-0.06764365,0.93859124
2740,-0.11620082,0.47030652
2741,-0.053247835,0.8987164
2742,0.08689301,-0.7463317
2743,-0.06764365,0.93859124
2744,-0.16491929,-0.109157756
2745,-0.06764365,0.93859124
2746,0.0932628,-0.7192811
2747,0.06698587,-0.7693296
2748,0.066161156,-0.9456475
2749,0.095090926,-0.7020632
2750,0.080592215,-0.8070177
2751,-0.06764365,0.93859124
2752,-0.15556705,0.110515654
2753,-0.11620082,0.47030652
2754,-0.0769959,0.7189178
2755,0.1821111,0.12851422
2756,0.15556705,-0.110515654
2757,-0.08055936,0.80692667
2758,0.05324781,-0.89871633
2759,-0.090563595,0.71180457
2760,-0.06639211,0.94628716
2761,0.06698587,-0.7693296
2762,0.08689302,-0.7463317
2763,-0.08061968,0.80709374
2764,-0.086892985,0.74633163
2765,-0.06764365,0.93859124
2766,-0.15556705,0.110515654
2767,-0.11620082,0.47030652
2768,-0.0806652,0.80721986
2769,-0.1821111,-0.12851422
2770,-0.080585584,0.8069993
2771,-0.06764365,0.93859124
2772,0.11620082,-0.47030652
2773,0.040982455,-0.9098514
2774,0.1748164,0.08174382
2775,0.1721172,0.08922036
2776,-0.06764365,0.93859124
2777,-0.086892985,0.74633163
2778,0.06637206,-0.94623166
2779,0.08057821,-0.8069789
2780,0.11620082,-0.47030652
2781,0.08061342,-0.8070764
2782,-0.08063619,0.8071395
2783,0.11620082,-0.47030652
2784,-0.15556705,0.110515654
2785,-0.06622875,0.9458347
2786,-0.06733439,0.9377346
2787,0.06764365,-0.93859124
2788,-0.06764365,0.93859124
2789,-0.06632357,0.9460973
2790,0.06669407,-0.9471236
2791,-0.06640088,0.9463115
2792,0.09695145,-0.662566
2793,0.09326281,-0.71928114
2794,-0.06764365,0.93859124
2795,0.06764365,-0.93859124
2796,0.053247653,-0.8987159
2797,0.07255153,-0.8852096
2798,0.067356944,-0.93779707
2799,-0.080676824,0.80725205
2800,0.06638092,-0.94625616
2801,0.047063436,-0.9211141
2802,-0.06698689,0.93677205
2803,0.15556705,-0.110515654
2804,-0.086892985,0.74633163
2805,-0.08419381,0.7388552
2806,0.06625362,-0.9459036
2807,0.11620082,-0.47030652
2808,-0.08055462,0.80691355
2809,0.121696025,-0.4185518
2810,0.15602583,0.10511501
2811,-0.11620082,0.47030652
2812,-0.09695145,0.662566
2813,0.06764365,-0.93859124
2814,0.06764365,-0.93859124
2815,0.05540218,-0.65910554
2816,0.06617837,-0.94569516
2817,0.06764365,-0.93859124
2818,0.15556705,-0.110515654
2819,0.09629366,-0.49330437
2820,0.08057845,-0.80697954
2821,-0.15556705,0.110515654
2822,0.08060525,-0.8070538
2823,0.053247377,-0.89871514
2824,0.15556705,-0.110515654
2825,-0.0769959,0.7189178
2826,-0.06695738,0.93669033
2827,0.16491929,0.109157756
2828,0.08969149,-0.7529162
2829,-0.09509093,0.7020632
2830,-0.059597936,0.6707273
2831,0.11620082,-0.47030652
2832,0.05540218,-0.65910554
2833,0.11453393,0.24871962
2834,-0.05324767,0.898716
2835,-0.08056249,0.80693537
2836,0.1748164,0.08174382
2837,0.08056795,-0.80695045
2838,0.08057036,-0.8069571
2839,-0.06694975,0.9366692
2840,0.06674391,-0.93609905
2841,-0.06764365,0.93859124
2842,0.06698587,-0.7693296
2843,0.06764365,-0.93859124
2844,-0.053247645,0.89871585
2845,0.06764365,-0.93859124
2846,-0.033657014,0.8611535
2847,0.15556705,-0.110515654
2848,0.17939928,0.12486304
2849,-0.0806652,0.80721986
2850,-0.08689302,0.7463317
2851,0.080547504,-0.8068938
2852,-0.14913079,0.19310811
2853,-0.05324783,0.8987164
2854,-0.1821111,-0.12851422
2855,0.10944997,-0.53392994
2856,0.08059068,-0.80701345
2857,0.08055534,-0.8069155
2858,-0.053247374,0.89871514
2859,0.08689301,-0.7463317
2860,-0.18031162,-0.13349856
2861,-0.15556705,0.110515654
2862,0.06764365,-0.93859124
2863,0.040982414,-0.9098513
2864,-0.086892985,0.74633163
2865,0.17753175,0.08538525
2866,0.080580704,-0.8069858
2867,-0.06764365,0.93859124
2868,-0.08056815,0.80695105
2869,-0.06735792,0.93779975
2870,-0.06733262,0.9377297
2871,-0.11620082,0.47030652
2872,0.0662885,-0.9460002
2873,-0.053247385,0.89871514
2874,-0.06764365,0.93859124
2875,-0.0806023,0.80704564
2876,-0.06698587,0.7693296
2877,-0.05324783,0.8987164
2878,0.11620082,-0.47030652
2879,0.053247314,-0.89871496
2880,-0.050634235,0.7110984
2881,0.06674391,-0.93609905
2882,0.06622043,-0.9458116
2883,-0.15556705,0.110515654
2884,0.0061687343,-0.7761257
2885,-0.06764365,0.93859124
2886,0.053247835,-0.8987164
2887,-0.06764365,0.93859124
2888,0.08054992,-0.8069005
2889,-0.06698587,0.7693296
2890,-0.08058384,0.8069945
2891,0.06698587,-0.7693296
2892,0.0806635,-0.80721515
2893,-0.06764365,0.93859124
2894,0.06764365,-0.93859124
2895,0.08055951,-0.8069271
2896,-0.06764365,0.93859124
2897,0.0805628,-0.8069362
2898,0.053247344,-0.898715
2899,-0.079570316,0.8152981
2900,-0.11620082,0.47030652
2901,0.06764365,-0.93859124
2902,-0.15556705,0.110515654
2903,0.06953991,-0.8768678
2904,-0.11620082,0.47030652
2905,0.08056449,-0.8069409
2906,0.053247478,-0.89871544
2907,-0.088692464,0.751316
2908,0.043705545,-0.6267072
2909,0.15556705,-0.110515654
2910,0.11620082,-0.47030652
2911,-0.15556705,0.110515654
2912,0.067331366,-0.93772626
2913,0.1821111,0.12851422
2914,0.080582395,-0.8069905
2915,-0.1821111,-0.12851422
2916,0.06764365,-0.93859124
2917,0.08056406,-0.8069397
2918,0.06698587,-0.7693296
2919,0.11453393,0.24871962
2920,-0.06637805,0.94624823
2921,-0.080548465,0.8068965
2922,-0.06764365,0.93859124
2923,0.06764365,-0.93859124
2924,-0.06764365,0.93859124
2925,-0.053247835,0.8987164
2926,0.06669167,-0.9471169
2927,-0.15556705,0.110515654
2928,-0.11620082,0.47030652
2929,-0.05324778,0.8987163
2930,0.18301435,0.12601231
2931,-0.09326281,0.7192811
2932,-0.0323261,0.8724786
2933,0.053247318,-0.89871496
2934,0.0769959,-0.7189178
2935,0.1721172,0.08922036
2936,0.06764365,-0.93859124
2937,-0.11620082,0.47030652
2938,0.11620082,-0.47030652
2939,0.1748164,0.08174382
2940,-0.11620082,0.47030652
2941,-0.06583158,0.94469106
2942,0.06698587,-0.7693296
2943,0.11620082,-0.47030652
2944,0.06698587,-0.7693296
2945,-0.06764365,0.93859124
2946,0.08689302,-0.7463317
2947,0.05540218,-0.65910554
2948,-0.06764365,0.93859124
2949,-0.06764365,0.93859124
2950,0.0806002,-0.8070398
2951,-0.06764365,0.93859124
2952,-0.066950426,0.9366711
2953,-0.066172495,0.9456789
2954,0.05324778,-0.8987163
2955,-0.18031162,-0.13349856
2956,-0.11620082,0.47030652
2957,0.10978974,-0.53068703
2958,-0.08066226,0.8072117
2959,-0.05324733,0.898715
2960,0.053764004,-0.5429416
2961,0.053247835,-0.8987164
2962,0.06764365,-0.93859124
2963,-0.05324732,0.89871496
2964,0.062449403,-0.94090426
2965,0.050075363,-0.5996567
2966,-0.06674391,0.93609905
2967,0.086893,-0.7463317
2968,-0.06244941,0.94090426
2969,0.06764365,-0.93859124
2970,-0.090563595,0.71180457
2971,0.08689302,-0.7463317
2972,-0.09326281,0.71928114
2973,-0.1748164,-0.08174382
2974,-0.06698587,0.7693296
2975,0.11620082,-0.47030652
2976,0.06764365,-0.93859124
2977,0.053247817,-0.89871633
2978,-0.08054771,0.8068944
2979,0.11620082,-0.47030652
2980,0.06698587,-0.7693296
2981,-0.06764365,0.93859124
2982,-0.06699902,0.93680567
2983,-0.06764365,0.93859124
2984,-0.11620082,0.47030652
2985,-0.11620082,0.47030652
2986,-0.05324733,0.898715
2987,-0.06764365,0.93859124
2988,-0.0769959,0.7189178
2989,0.0769959,-0.7189178
2990,-0.18031162,-0.13349856
2991,0.08056002,-0.8069285
2992,0.061717242,-0.7831013
2993,-0.06698587,0.7693296
2994,0.09326281,-0.7192811
2995,0.053247333,-0.898715
2996,0.08055237,-0.8069073
2997,0.066240035,-0.9458659
2998,-0.053247325,0.898715
2999,-0.11620082,0.47030652
3000,0.08065938,-0.8072037
3001,0.080553696,-0.806911
3002,0.12078369,-0.42718732
3003,-0.08055001,0.8069008
3004,-0.1821111,-0.12851422
3005,-0.088692494,0.7513161
3006,-0.16063085,-0.14848393
3007,0.06764365,-0.93859124
3008,-0.05324733,0.898715
3009,-0.061771963,0.6320549
3010,-0.08056407,0.8069397
3011,-0.08689302,0.7463317
3012,0.06500007,-0.9525654
3013,0.06698587,-0.7693296
3014,-0.06764365,0.93859124
3015,0.066984676,-0.9367659
3016,0.10129779,-0.4103253
3017,-0.05286427,0.5404494
3018,0.050699025,-0.29144877
3019,-0.09326281,0.71928114
3020,0.08054842,-0.8068964
3021,-0.06582805,0.9447248
3022,0.08689301,-0.7463317
3023,-0.06764365,0.93859124
3024,-0.06698587,0.7693296
3025,0.15556705,-0.110515654
3026,0.06698587,-0.7693296
3027,-0.05324732,0.89871496
3028,0.05324765,-0.8987159
3029,-0.06698587,0.7693296
3030,0.08059909,-0.8070367
3031,-0.06620107,0.94575804
3032,0.06764365,-0.93859124
3033,-0.061717413,0.7831016
3034,-0.086892985,0.74633163
3035,-0.06698587,0.7693296
3036,-0.11620082,0.47030652
3037,-0.06634994,0.9461704
3038,-0.05540218,0.65910554
3039,0.15556705,-0.110515654
3040,0.1748164,0.08174382
3041,0.053247835,-0.8987164
3042,-0.06404471,0.92862254
3043,-0.13621183,-0.24448748
3044,0.066270486,-0.9459503
3045,-0.05324732,0.89871496
3046,-0.06764365,0.93859124
3047,-0.06764365,0.93859124
3048,0.05722182,-0.8794526
3049,-0.05143223,0.90485
3050,0.053247347,-0.8987151
3051,0.06698587,-0.7693296
3052,-0.11620082,0.47030652
3053,-0.06764365,0.93859124
3054,-0.053247314,0.89871496
3055,-0.15556705,0.110515654
3056,0.05324734,-0.898715
3057,0.08056378,-0.80693895
3058,-0.06630805,0.94605434
3059,0.1748164,0.08174382
3060,0.080586225,-0.80700105
3061,-0.068128,0.72272027
3062,-0.08689301,0.7463317
3063,0.11891617,-0.4666651
3064,-0.06764365,0.93859124
3065,0.06764365,-0.93859124
3066,-0.102031805,0.3924491
3067,0.06698587,-0.7693296
3068,-0.05797041,0.6309566
3069,-0.06764365,0.93859124
3070,-0.08689301,0.7463317
3071,0.14913075,-0.19310834
3072,-0.053247698,0.89871603
3073,0.12440234,-0.42600438
3074,0.08689301,-0.7463317
3075,-0.053247318,0.89871496
3076,-0.01665197,0.7771424
3077,-0.09509096,0.70206326
3078,-0.08064097,0.80715275
3079,-0.1821111,-0.12851422
3080,0.08689301,-0.7463317
3081,-0.05324746,0.8987154
3082,-0.06764365,0.93859124
3083,-0.053247835,0.8987164
3084,0.06698587,-0.7693296
3085,-0.11620082,0.47030652
3086,-0.11620082,0.47030652
3087,-0.18301435,-0.12601231
3088,-0.053247824,0.8987164
3089,0.1748164,0.08174382
3090,0.08061621,-0.80708414
3091,-0.1821111,-0.12851422
3092,-0.11891617,0.4666651
3093,0.06671937,-0.9471937
3094,-0.06764365,0.93859124
3095,-0.14830698,0.20086683
3096,0.039641693,-0.81460345
3097,0.05324746,-0.8987154
3098,-0.08418901,0.7388419
3099,-0.11620082,0.47030652
3100,0.06764365,-0.93859124
3101,0.06698587,-0.7693296
3102,-0.06764365,0.93859124
3103,0.09326281,-0.71928114
3104,-0.08056492,0.8069421
3105,-0.11620082,0.47030652
3106,-0.06764365,0.93859124
3107,0.09326281,-0.7192811
3108,0.12439877,-0.4260381
3109,-0.06764365,0.93859124
3110,-0.09695145,0.662566
3111,-0.08054936,0.80689895
3112,0.072513565,-0.8851045
3113,0.06698587,-0.7693296
3114,-0.1334607,-0.21861984
3115,0.08061064,-0.8070687
3116,0.06764365,-0.93859124
3117,-0.05324783,0.8987164
3118,0.06764365,-0.93859124
3119,-0.057961177,0.64209354
3120,-0.08055486,0.8069142
3121,0.06695565,-0.9366855
3122,-0.06632207,0.9460932
3123,0.08689301,-0.7463317
3124,0.1821111,0.12851422
3125,-0.08780889,0.73770595
3126,-0.12440233,0.42600435
3127,-0.06764365,0.93859124
3128,0.06698587,-0.7693296
3129,-0.08067929,0.80725884
3130,-0.06764365,0.93859124
3131,-0.1821111,-0.12851422
3132,-0.06583159,0.94469106
3133,-0.053247835,0.8987164
3134,0.05324783,-0.8987164
3135,0.11620082,-0.47030652
3136,-0.050699025,0.29144877
3137,-0.046167057,0.9295529
3138,0.15556705,-0.110515654
3139,0.15556705,-0.110515654
3140,0.053247347,-0.8987151
3141,-0.06764365,0.93859124
3142,0.06698587,-0.7693296
3143,0.053807154,-0.5430611
3144,0.06698587,-0.7693296
3145,-0.053247835,0.8987164
3146,-0.11620082,0.47030652
3147,0.06764365,-0.93859124
3148,0.15556705,-0.110515654
3149,0.09326281,-0.7192811
3150,-0.06698587,0.7693296
3151,0.053247325,-0.898715
3152,0.074070856,-0.8670927
3153,0.07938316,-0.3236315
3154,-0.06764365,0.93859124
3155,0.04360009,-0.73064566
3156,-0.08689299,0.7463317
3157,0.053247314,-0.89871496
3158,-0.06698587,0.7693296
3159,0.062212966,-0.9458741
3160,0.15556705,-0.110515654
3161,-0.04916735,0.36695555
3162,0.06764365,-0.93859124
3163,0.09326281,-0.7192811
3164,-0.08062706,0.8071142
3165,0.06639145,-0.94628537
3166,0.06764365,-0.93859124
3167,-0.080565415,0.8069434
3168,0.16491929,0.109157756
3169,-0.08689302,0.7463317
3170,0.06764365,-0.93859124
3171,-0.05540218,0.65910554
3172,-0.053247828,0.8987164
3173,-0.06764365,0.93859124
3174,-0.08689302,0.7463317
3175,-0.06674391,0.93609905
3176,0.06764365,-0.93859124
3177,-0.121696025,0.4185518
3178,-0.053247325,0.898715
3179,0.06764365,-0.93859124
3180,-0.08057071,0.80695814
3181,0.0769959,-0.7189178
3182,-0.06764365,0.93859124
3183,-0.1821111,-0.12851422
3184,0.07251626,-0.8851119
3185,-0.053247314,0.89871496
3186,-0.06764365,0.93859124
3187,-0.053247314,0.89871496
3188,0.05324783,-0.8987164
3189,0.0769959,-0.7189178
3190,-0.08055504,0.8069147
3191,0.06764365,-0.93859124
3192,-0.15556705,0.110515654
